image_name,neutrophil,mast_cell,macrophage,lymphocyte,junk,hemosiderophage,erythrocyte,eosinophil
cell_classification-1/train/neutrophil/DM2_3_img_6913_png_bbox_28_jpg.rf.f4bf2536a72849b23dd594d1458495e8.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA07-BL_1368_bbox_7_jpg.rf.51b64feb6115fae392b652663c2cb87e.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA21-W4_8897_bbox_3_jpg.rf.00b1467af59bafd5ed14f7516f4bef22.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA18-W4_1849_bbox_1_jpg.rf.86745034fb6e3980f71e80a6e4ba0397.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_1_img_6853_png_bbox_44_jpg.rf.f045ae2f0e66abceb355286e19564c1b.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA07-BL_6237_bbox_6_jpg.rf.6cb16aa3ab91e991eabdc359957d3bb3.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA15-W4_5732_bbox_3_jpg.rf.2592c800b327b6e3dbd8c42cabb38f5d.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_1_img_6851_png_bbox_38_jpg.rf.d24fcc3ffe66c49964d1b2753a66a4b5.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_3_img_6912_png_bbox_12_jpg.rf.9f1af252649c52c776d196651afea9e8.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA18-W4_8986_bbox_1_jpg.rf.f73e8f8feb00aa1b3059cde331933aa8.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA18-W4_3228_bbox_3_jpg.rf.06594ad96568f8bca9f420f3a09b1b45.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA03-W4_3320_bbox_11_jpg.rf.79d6a218e5e0432ca90ef8d782f888fd.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA21-W4_6212_bbox_7_jpg.rf.73c2be6ca880d91198569da0c59dde39.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA17-BL_7797_bbox_0_jpg.rf.6ff1004a5e5b5250b7e341dea3b14ad8.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA06-W4_4453_bbox_3_jpg.rf.8825034f6c0f01f1ac141d57855dbdea.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_3_img_6921_png_bbox_17_jpg.rf.1bd7bb883afaef1cf0cb588202ee7a48.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA10-BL_4865_bbox_5_jpg.rf.14f9409ae2320aba3e423436a0b46426.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA07-BL_6791_bbox_9_jpg.rf.f9904428489adf30478808e46d01ca31.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_1_img_6851_png_bbox_38_jpg.rf.1e68ebddaf1973ae8785f05dbf3146f2.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA18-W4_1849_bbox_1_jpg.rf.24082fd88edfa2e70aa769ec49c0a579.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-IN06-BL_123_bbox_9_jpg.rf.5996b5ad0222f464a20696935038243b.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA06-W4_1638_bbox_6_jpg.rf.104640a5832425b503823ce3a26a2890.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA21-W4_4614_bbox_13_jpg.rf.70f3f5e7ce6bfd31066175b962601043.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA11-BL_8920_bbox_0_jpg.rf.557229da4927d0084d6804a7c2d5edc4.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA16-W4_3346_bbox_6_jpg.rf.dc2d9d9c61c3d21fbeaf1523e0557f32.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-NM04-BL_9186_bbox_8_jpg.rf.090960968b39ba95360bc6759df5f5a4.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA06-W4_679_bbox_3_jpg.rf.63ff7165a9b8a801d65f64ac1572a23e.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA18-W4_8986_bbox_1_jpg.rf.a9e221f12585fee61b225d5d63b2334b.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA07-BL_3126_bbox_9_jpg.rf.9a4fb6aef2783208ffcf83428f1e32bb.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA07-W4_6077_bbox_4_jpg.rf.fbb490a98e3256fa2316b366fbdf1e26.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA18-W4_8964_bbox_4_jpg.rf.060e879c87d56b72ced786790296fae6.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA22-BL_2724_bbox_4_jpg.rf.95ce439a9eeca451d5dfe9e95e987a6c.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_3_img_6921_png_bbox_11_jpg.rf.8cbd8edda5f115bb8fc99da71106fba8.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA21-W4_6212_bbox_5_jpg.rf.7ae95e21225f40ead4230fd76f06838d.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA18-W4_6749_bbox_4_jpg.rf.39adf49305a7b2fbbda62e117d96a271.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_3_img_6913_png_bbox_26_jpg.rf.8b2a97673c0f2bf3c2aa8f31088eb11e.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_3_img_6925_png_bbox_11_jpg.rf.4c9863859d4b12b16a2c32cfef0107a9.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-NM04-BL_9186_bbox_8_jpg.rf.57eff2ec0b3e834f59799b8bee7ca075.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA19-BL_4846_bbox_3_jpg.rf.38ed0ce4a77f2a646f72eb701b6f06b3.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA15-BL_5209_bbox_0_jpg.rf.cade9e333d0d0564ec25633a40486557.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA02-BL_528_bbox_1_jpg.rf.29e129eabec621f3ea868a69793def76.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA01-BL_4475_bbox_3_jpg.rf.bbf1083d3b1872a596c234c636cd14c7.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA01-W4_4940_bbox_6_jpg.rf.72bdd94ee3ec2601b13bdf7393f9511f.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA09-W4_4704_bbox_3_jpg.rf.b7e52337762b7e343d2385b0075d156c.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_1_img_6851_png_bbox_38_jpg.rf.0c61c887cb48d8796384634044ba86dc.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_8_img_7094_png_bbox_3_jpg.rf.ec6fa4ce39c2aca0f770f94dd0cc1851.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA18-W4_3228_bbox_3_jpg.rf.66b6bd0561caf9d4bcaa4bebd6a7d790.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-NM04-BL_9186_bbox_5_jpg.rf.d6809ca0a6348cf7e977b5b2150a7dcd.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA07-BL_5687_bbox_39_jpg.rf.e93403730f6b3eb532536b4cb5f95f38.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA18-W4_596_bbox_2_jpg.rf.f8066f9e2fb5cc90bbae7b1c4cd96e85.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_5_img_6993_png_bbox_1_jpg.rf.01756ed69456a288ebffec06f0ea4ab1.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA07-W4_6077_bbox_4_jpg.rf.a088d59dac64543a1283c9de6140a34c.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_3_img_6918_png_bbox_6_jpg.rf.9dbb5084c057e2eeb8a6267f0b322814.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA03-W4_3320_bbox_7_jpg.rf.461a3544118f35b0fed98b6afdcf0a23.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_3_img_6913_png_bbox_27_jpg.rf.8920513a71bcbd1b71d4a5ed29ff4c5b.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA06-W4_3744_bbox_13_jpg.rf.b2c85e952b012630ce6649d845a970df.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA06-BL_9981_bbox_6_jpg.rf.d05aee5c6b216e848ff294597b7389ff.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_3_img_6921_png_bbox_17_jpg.rf.e97e0f007d36a69c0c197f44e9810d2c.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA18-W4_6749_bbox_4_jpg.rf.7e628bcc825f3fb6cde306831f1cd1ad.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_3_img_6921_png_bbox_15_jpg.rf.a79fd611b0a4b4849adea906b8d76966.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_3_img_6912_png_bbox_13_jpg.rf.81183bea56989077301d2704b2aec6e1.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_5_img_6993_png_bbox_0_jpg.rf.ee86cea77f8db7b706684bd440fcde4f.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA15-BL_5209_bbox_0_jpg.rf.c446a230f967c66b29eea16f8269bc69.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-NM03-BL_3296_bbox_3_jpg.rf.3e5c689d20a486c6893fad9b7032a863.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA03-W4_3320_bbox_10_jpg.rf.b79fab8922f90ba6a053c5f96cca985b.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_3_img_6921_png_bbox_20_jpg.rf.c2069c962c549933a1c6c209ce8f88c2.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA03-W4_3320_bbox_12_jpg.rf.165f7ba0b49c893690f9ff1dc30e32ce.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_3_img_6921_png_bbox_11_jpg.rf.a72ca2c0cfd9e77aacc4cedc46a1810c.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA19-W4_1363_bbox_5_jpg.rf.27b44e1202985c395da91c730b88d306.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/DM2_7_img_7051_png_bbox_2_jpg.rf.ee784d8647a979908200de952b7a4ac3.jpg,1,0,0,0,0,0,0,0
cell_classification-1/train/neutrophil/FO-CA06-BL_4047_bbox_4_jpg.rf.1806ca8f66a60e956842a13f7fe6d7bc.jpg,1,0,0,0,0,0,0,0
